"gc","map"
0.610767,0.967494
0.627827,0.968045
0.6392,0.966281
0.633003,0.955708
0.607596,0.94704
0.554582,0.958192
0.542087,0.971036
0.550749,0.93714
0.542784,0.984455
0.591806,0.965945
0.5807,0.971685
0.551516,0.942771
0.525329,0.948437
0.577389,0.954628
0.554487,0.96296
0.558869,0.958093
0.603006,0.977699
0.626962,0.964463
0.616816,0.967009
0.597568,0.970303
0.611053,0.96772
0.615557,0.973065
0.550187,0.968427
0.53057,0.968651
0.555138,0.967
0.614184,0.966076
0.601594,0.967635
0.557399,0.959981
0.602787,0.972029
0.611468,0.966868
0.570829,0.950331
0.596115,0.979556
0.586257,0.97557
0.575773,0.955185
0.637487,0.976426
0.636569,0.96685
0.621565,0.959006
0.643738,0.976272
0.639073,0.973369
0.621666,0.97231
0.611818,0.981415
0.55235,0.966719
0.578701,0.975417
0.558582,0.975905
0.569094,0.961443
0.521595,0.956784
0.550113,0.968937
0.561908,0.965318
0.556934,0.954695
0.518616,0.904831
0.521388,0.877763
0.519742,0.941718
0.505614,0.942957
0.536695,0.946539
0.481174,0.916346
0.535388,0.96088
0.559109,0.976979
0.578937,0.968961
0.542294,0.964835
0.577627,0.965673
0.571591,0.969473
0.571776,0.968703
0.563196,0.960597
0.615316,0.968714
0.626368,0.969046
0.579544,0.954805
0.587286,0.968924
0.602509,0.972051
0.57863,0.966844
0.564813,0.970995
0.568223,0.961154
0.580387,0.965053
0.583781,0.949319
0.603368,0.962957
0.613792,0.961293
0.598444,0.964483
0.58455,0.952861
0.622957,0.975132
0.629472,0.967298
0.592498,0.960458
0.604365,0.975904
0.587282,0.905976
0.589284,0.956624
0.58818,0.957367
0.583951,0.953778
0.542331,0.947014
0.516711,0.939481
0.563306,0.947201
0.503084,0.957051
0.528865,0.948471
0.538821,0.947916
0.540638,0.959666
0.541097,0.957674
0.597791,0.969162
0.559056,0.973039
0.547499,0.98608
0.529167,0.964154
0.54567,0.939349
0.508322,0.957697
0.547901,0.962648
0.60504,0.973915
0.606574,0.972857
0.611079,0.96977
0.643375,0.974628
0.637528,0.966657
0.633875,0.972931
0.623926,0.966462
0.580899,0.950872
0.593926,0.966406
0.638669,0.971208
0.64724,0.969556
0.623114,0.971798
0.61875,0.786948
0.552781,0.742773
0.498509,0.491796
0.483392,0.741121
0.632908,0.923523
0.647381,0.968505
0.619172,0.946006
0.648634,0.965415
0.656851,0.968855
0.652836,0.970171
0.658484,0.971092
